ID du Bilan GES,Type de structure,Type de collectivité,Raison sociale / Nom de l'entité,Année de reporting,Date de publication,Mode de consolidation,Descriptif sommaire de l'activité,SIREN,Libellé,Région,Ville,Emissions publication P1 - tCO2e,Emissions publication P2 - tCO2e,Emissions publication P3 - tCO2e,Emissions publication P4 - tCO2e,Emissions publication P5 - tCO2e,Emissions publication P6 - tCO2e,Emissions publication P7 - tCO2e,Emissions publication P8 - tCO2e,Emissions publication P9 - tCO2e,Emissions publication P10 - tCO2e,Emissions publication P11 - tCO2e,Emissions publication P12 - tCO2e,Emissions publication P13 - tCO2e,Emissions publication P14 - tCO2e,Emissions publication P15 - tCO2e,Emissions publication P16 - tCO2e,Emissions publication P17 - tCO2e,Emissions publication P18 - tCO2e,Emissions publication P19 - tCO2e,Emissions publication P20 - tCO2e,Emissions publication P21 - tCO2e,Emissions publication P22 - tCO2e,Emissions publication P23 - tCO2e
3638,Entreprise,,CREDIT INDUSTRIEL ET COMMERCIAL,1/1/2018,12/9/2019,Opérationnel,"Le CIC, holding et banque de réseau en région parisienne, fédère 5 banques régionales et les filiales spécialisées sur tous les métiers de la finance et de l'assurance, en France comme à l'international. Le CIC fait partie de Crédit Mutuel Alliance Fédérale.",542016381.0,Autres intermédiations monétaires,,Paris,147.0,81.0,0.0,365.0,,765.00,596.00,404.00,478.00,31.00,,,,,,,,,,,,,
3643,Entreprise,,VETIR,1/1/2018,6/7/2019,Opérationnel,Commerce d'habillement et articles chaussants,322424342.0,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",,ST PIERRE MONTLIMART,156.0,0.0,0.0,0.0,0.0,2861.00,0.00,,,,,,,,,,,,,,,,
3644,Etablissement public,,CENTRE HOSPITALIER,1/1/2017,6/6/2019,Opérationnel,Centre Hospitalier,265400317.0,Activités hospitalières,,lunéville,973.0,46.0,0.0,60.0,0.0,104.00,0.00,230.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
3646,Etablissement public,,IFREMER,1/1/2017,6/24/2019,Opérationnel,"L'Ifremer, Institut français de recherche pour l'exploitation de la mer, contribue, par ses travaux et expertises, à la connaissance des océans et de leurs ressources, à la surveillance du milieu marin et du littoral et au développement durable des activités maritimes. À ces fins, il conçoit et met en ?uvre des outils d'observation, d'expérimentation et de surveillance, et gère des bases de données océanographiques. (Extrait du site Internet institutionnel).",330715368.0,Recherche-développement en autres sciences physiques et naturelles,,Issy Les Moulineaux,1478.3,306.5,0.0,471.4,0.0,1466.20,115.90,566.20,,,,,1994.26,,,,,,,,,,
3647,Entreprise,,SUEZ R&V OSIS Proximité (Ouest & Sud-Est),1/1/2018,12/18/2019,Opérationnel,"OSIS Proximité est une division nationale de SUEZ Recyclage et Valorisation France, spécialisée dans les métiers de l'assainissement, de la maintenance industrielle, du nettoyage haute pression, du curage des réseaux et ouvrages divers, de l'inspection vidéo des canalisations, de l'hygiène immobilière et du multi-service à l'habitat, du transit/regroupement et du transport de déchets industriels, de l'hydro démolition et du dégommage des chaussées et pistes d'aéroports.",957528474.0,Collecte et traitement des eaux usées,,Vaulx-en-Velin,,26144.0,,,,,87.39,,,,,,,,,,,,,,,,
3648,Entreprise,,SCANIA PRODUCTION ANGERS,1/1/2018,6/7/2019,Opérationnel,Site d'assemblage de poids lourds de plus de 15 tonnes,378442982.0,Construction de véhicules automobiles,,ANGERS,660.0,8756.0,,,,131.00,,1995.00,,,207.00,,,,,,,,,,,,
3652,Etablissement public,,Centre Hospitalier de LAON,1/1/2018,6/10/2019,Financier,"Le Centre Hospitalier de Laon est un Etablissement Public de Santé comportant 496 lits et places répartis sur plusieurs sites:_x000D_
- 240 lits de Médecine, Chirurgie, Obstétrique_x000D_
- 40 lits de moyen séjour_x000D_
- 127 lits d'EHPAD_x000D_
- 40 lits d'USLD._x000D_
Il est doté d'un plateau technique performant : Bloc opératoire, Scanner, IRM dans le cadre d'un GIE, Service d'Accueil des Urgences, laboratoire, pharmacie. _x000D_
L'établissement est également siège du SAMU 02, Centre de Régulation des Appels d'Urgence.",260208715.0,Activités hospitalières,,LAON,139.0,56.0,,,,144.00,,53.00,,,,39.00,,,,,,,,,,,
3658,Entreprise,,Novo Norsdik Production,1/1/2018,6/25/2019,Opérationnel,Industrie Pharmaceutique,451375638.0,Fabrication de préparations pharmaceutiques,,CHARTRES,6300.0,,,,,1700.00,,37000.00,,,,,,,,,,,,,,,
3659,Etablissement public,,CENTRE HOSPITALIER SAINT NICOLAS DE PORT,1/1/2017,6/11/2019,Opérationnel,Centre hospitalier,265400168.0,Activités hospitalières,,SAINT NICOLAS DE PORT,592.0,38.0,0.0,0.0,0.0,34.00,0.00,139.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
3660,Entreprise,,Groupe La Française,1/1/2017,7/3/2019,Opérationnel,Créer et proposer des solutions d'investissement ciblées pour le compte de tiers,480871490.0,Fonds de placement et entités financières similaires,,Paris,0.0,125.0,0.0,64.0,0.0,oui,oui,oui,oui,oui,oui,oui,oui,,,oui,,,,,,217.0,0.0
3663,Etablissement public,,UNIVERSITE D'ARTOIS,1/1/2018,6/12/2019,Opérationnel,Établissement Public d'Enseignement Supérieur et de Recherche ,196244016.0,Enseignement supérieur,,ARRAS,2228.95,,,13.36,,275.10,,,100.51,266.19,191.03,,430.93,,,,,,,,,7795.27,
3666,Entreprise,,Sanofi-Aventis Recherche et Développement,1/1/2019,7/31/2020,Financier,"Sanofi - Recherche & Développement Pharmaceutique_x000D_
",713002269.0,Recherche-développement en sciences humaines et sociales,,CHILLY MAZARIN,21711.0,,,,,7222.00,,13016.00,138771.00,23690.00,13516.00,7856.00,5625.00,,,,32.00,2027.00,8082.00,,,5471.0,4083.0
3670,Entreprise,,LIEBHERR France SAS,1/1/2018,7/17/2019,Opérationnel,Fabrication de pelles hydrauliques sur chenilles.,301374690.0,Fabrication de machines pour l'extraction ou la construction,,COLMAR,4450.0,2557.0,,415.0,,986.00,,,,,387.00,,777.00,,,,,,1860.00,,,2434.0,
3672,Entreprise,,DIAC SA,1/1/2017,6/13/2019,Opérationnel,Tertiaire ,702002221.0,Autre distribution de crédit,,Noisy le Grand,54.0,1069.0,,19.0,,370.00,,,,,,,,,,,,,,,,,
3674,Entreprise,,AKWEL SA,1/1/2018,12/10/2019,Opérationnel,"Le Groupe AKWEL est un équipmentier-systémier automobile et poids lourd de premier rang, spécialiste du management des fluides et des mécanirmes, au savoir-faire industriel et technologique de premier plan dans l'application et la transformation des matériaux (plastique, caoutchouc, métal) et l'intégration mécatronique._x000D_
_x000D_
AKWEL SA est la maison mère qui regroupe l'ensemble des sites AKWEL en France. Les usines de fabrication ont principalement comme activités l'injection plastique, le soufflage",344844998.0,Fabrication d'autres équipements automobiles,,Champfromier,1428.2,237.29,,279.89,0.0,1411.09,0.00,,,,,,,,,,,,,,,,
3679,Etablissement public,,Centre Hospitalier d'Abbeville,1/1/2012,7/23/2019,Opérationnel,Etablissement Public de santé,268000015.0,Activités hospitalières,,Abbeville,2616.11,91.57,,,,92.21,0.00,,,,,,,,,,,,,,,,
3681,Etablissement public,,Centre Hospitalier du Pays d'Aix,1/1/2018,6/17/2019,Opérationnel,MCO,200029320.0,Activités hospitalières,,Aix en Provence,1685.22,69.0,0.0,0.0,,702.00,,531.00,,,,,,,,,,,,,,,
3682,Collectivité territoriale (dont EPCI),Communauté d'agglomération,Haut-Bugey Agglomération,1/1/2018,8/7/2019,,,,,Auvergne-Rhône-Alpes,,289.0,241.0,0.0,,,437.00,392.00,,11.00,,,,,,,,,,,,,139.0,
3683,Entreprise,,Moteurs Leroy-Somer,1/1/2018,6/19/2019,Opérationnel,"L'entreprise conçoit et produit des moteurs électriques, alternateurs et variateurs ",338567258.0,"Fabrication de moteurs, génératrices et transformateurs électriques",,Angoulême,7199.0,949.0,1845.0,57.0,0.0,1908.00,0.00,,,,,,,,,,,,,,,,
3684,Etablissement public,,Centre Hospitalier de Saint Flour,1/1/2018,8/28/2019,Opérationnel,Le Centre Hospitalier de Saint-Flour est un établissement public de santé,261500136.0,Activités hospitalières,,Saint Flour,548.6,48.8,9.91,1.4,,131.00,19.00,,,,,,,,,,,,,,,,
3685,Entreprise,,SOITEC CORPORATE SERVICES,1/1/2018,6/27/2019,Opérationnel,Microélectronique,384711909.0,Fabrication de composants électroniques,,BERNIN,3141.0,65.0,375.0,25.0,35.0,2735.00,0.00,,,,,,,,,,,,,,,,
3686,Collectivité territoriale (dont EPCI),Communes,ROUBAIX,1/1/2017,6/25/2019,,,,,Hauts de France,,2302.0,437.0,0.0,0.0,0.0,926.00,1006.00,735.00,,,,,,,,,,,,,,,
3687,Etablissement public,,Centre Hospitalier Henri Mondor,1/1/2018,6/28/2019,Opérationnel,Centre Hospitalier,261502843.0,Activités hospitalières,,AURILLAC,813.7,133.7,159.1,227.4,,401.60,,395.00,,,,,,,,,,,,,,,
3689,Etablissement public,Métropole,Etablissement Public Territorial Est Ensemble,1/1/2017,6/25/2019,Opérationnel,,200057875.0,Administration publique générale,Île-de-France,ROMAINVILLE,3434.0,1397.0,0.0,211.0,0.0,584.00,0.00,,,,,,,,,,,,,,,,
3691,Entreprise,,HERIGE,1/1/2018,7/11/2019,Opérationnel,"HERIGE est centré sur l'univers du bâtiment, à travers 3 domaines d'activité : le Négoce de matériaux, l'industrie du Béton et la Menuiserie industrielle. Groupe multirégional d'origine vendéenne, fort d'un effectif de plus de 2 300 salariés, HERIGE est largement présent sur les régions du Grand Ouest.",545550162.0,Activités des sièges sociaux,,L,2499.22,6539.9,0.0,40.32,0.0,487.06,0.00,2422.47,,,,,,,,,,,,,,,
3692,Entreprise,,Euro-Information / Euro-Information Production - groupement informatique CM-CIC,1/1/2018,12/13/2019,Opérationnel,Holding qui regroupe les structures informatiques et prend en charge l'infrastructure technique et la production du Groupe Crédit Mutuel (Voir détail),322190109.0,"Activités spécialisées, scientifiques et techniques diverses",,Strasbourg,389.0,15.0,,0.0,,2582.00,114.00,1238.00,485.00,5.00,,,582.00,,,,,,,,,,
3693,Etablissement public,,Centre Hospitalier Camille CLAUDEL,1/1/2018,6/26/2019,Opérationnel,"Le centre hospitalier Camille Claudel (CHCC) est l'établissement public de santé mentale de la Charente. Installé à La Couronne, dans l'agglomération d'Angoulême, au centre du département, il est à proximité immédiate du Centre Hospitalier d'Angoulême._x000D_
Camille Claudel est autorisé pour des activités de soins en psychiatrie générale, en psychiatrie infanto-juvénile et pour la prise en charge des conduites addictives._x000D_
",261600324.0,Activités hospitalières,,LA COURONNE,918.0,163.0,,79.0,,54.00,,221.00,,,,,,,,,,,,,,,
3694,Association,,CESI,1/1/2017,10/25/2019,Opérationnel,"Créé en 1958, Cesi figure aujourd'hui parmi les organismes français leader en matière de formation professionnelle et d'enseignement supérieur._x000D_
Organisé en réseau, il apporte des prestations de proximité, adaptées à tout besoin local ou demande spécifique._x000D_
Spécialisé dans la formation des ingénieurs, des cadres, des techniciens et des agents de maîtrise, Cesi propose des parcours de formation individualisés, diplômants pour la plupart d'entre eux. ",775722572.0,Enseignement supérieur,,NANTERRE,55.0,,,,,71.00,8.00,,,318.00,206.00,3.00,118.00,,,,,,,,,606.0,
3696,Entreprise,,SALOMON SAS,1/1/2018,8/5/2019,Opérationnel,Fabrication d'articles de sport,325820751.0,"Activités spécialisées, scientifiques et techniques diverses",,EPAGNY METZ-TESSY,333.0,,,,,174.00,,86.00,,,,,,,,,,,,,,,
3700,Etablissement public,,Groupe Hospitalier de la Région de Mulhouse et Sud Alsace GHRMSA (Mulhouse),1/1/2018,7/1/2019,Financier,"Le Groupe Hospitalier de la Région de Mulhouse et Sud Alsace est un établissement public de santé. Il est reconnu comme l'hôpital de référence du Territoire de santé d'Alsace mais aussi, grâce à ses différents sites, comme hôpital de proximité pour les populations des différents bassins. Il est le plus grand Centre Hospitalier non universitaire de France.",200046985.0,Activités hospitalières,,MULHOUSE,12265.0,115.0,,,,21859.00,,4259.00,,,,213.00,,1244.00,,,,,,,,,
3701,Entreprise,,Société Normande De Distribution,1/1/2018,7/1/2019,Opérationnel,"La Société Normande De Distribution, est une coopérative régionale basée en Normandie et en Picardie.",392212122.0,Supermarchés,,Le Grand-Quevilly,1373.0,91.0,,7056.0,,876.00,31.00,,,,,,,,,,,,,,,,
3703,Etablissement public,,OPAC de la Savoie,1/1/2018,4/21/2020,Opérationnel,"Opérateur habitat du département, nous accomplissons une mission d'ordre social. Notre rôle consiste à créer et à gérer un patrimoine destiné aux personnes bénéficiant de ressources modestes.",776459547.0,Location de logements,,Chambéry,19648.0,101.0,0.0,0.0,32.0,1105.00,828.00,,,,,,,,,,,,,,,,
3705,Entreprise,,thyssenkrupp Ascenseurs,1/1/2018,7/1/2019,Financier,"ThyssenKrupp est un groupe de sidérurgie allemand, leader mondial de la mobilité, il propose des solutions d'accessibilité : monte-escaliers, plateformes élévatrices, élévateur privatifs._x000D_
Thyssenkrupp Ascenseurs France est une entité française qui compte 2127 personnes et qui a en charge la maintenance de 170 000 appareils en France. La société est présente partout sur le territoire national avec 107 établissements répartis par agence. Trois principales activités sont réalisées :_x000D_
- Montage_x000D_
- ",722024742.0,Autres travaux d'installation n.c.a.,,ANGERS,122.9,6506.3,0.0,30.82,0.0,138.00,0.00,,,,,,,,,,,,,,,,
3708,Entreprise,,Alsace Croisières - Croisieurope,1/1/2017,7/3/2019,Opérationnel,"Première compagnie européenne de bateaux à cabines, depuis 43 ans,_x000D_
CroisiEurope surfe sur les vagues du succès. Européenne par excellence et_x000D_
reconnue tant au niveau national qu'à l'international, CroisiEurope a choisi_x000D_
de rester ancrée dans son port d'attache natal, à Strasbourg, où se trouve_x000D_
son siège social. Carrefour de l'Europe, ville de tourisme et de congrès, cette_x000D_
cité historique tournée vers l'avenir répond à ses attentes pour développer_x000D_
son fort potentiel au-delà des frontières hex",998348601.0,Transports fluviaux de passagers,,Strasbourg,39.0,36136.0,0.0,0.0,0.0,158.00,0.00,9517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
3710,Entreprise,,Cooperl Arc Atlantique,1/1/2018,7/4/2019,Opérationnel,,383986874.0,Transformation et conservation de la viande de boucherie,,Lamballe,19015.0,11228.0,49.0,3480.0,0.0,6870.00,2077.00,,,,,,,,,,,,,,,,
3711,Entreprise,,Brocéliande,1/1/2018,7/4/2019,Opérationnel,,412082224.0,Préparation industrielle de produits à base de viande,,Lamballe,8425.0,75.0,3.0,1332.0,0.0,1757.00,0.00,,,,,,,,,,,,,,,,
3712,Entreprise,,COMPAGNIE LAMPAULAISE DE SALAISON,1/1/2018,7/4/2019,Opérationnel,,829335108.0,Préparation industrielle de produits à base de viande,,Lamballe,3281.0,33.0,0.0,270.0,0.0,965.00,0.00,,,,,,,,,,,,,,,,
3713,Entreprise,,COMPAGNIE MADRANGE,1/1/2018,7/4/2019,Opérationnel,,829323211.0,Préparation industrielle de produits à base de viande,,Lamballe,5839.0,320.0,0.0,810.0,0.0,1427.00,0.00,,,,,,,,,,,,,,,,
3714,Entreprise,,Algeco,1/1/2017,7/5/2019,Opérationnel,"Fabrication de constructions modulaires, au gabarit routier utilisés seuls ou assemblés suivant leurs dimensions, de manière temporaire ou définitive, pouvant être loués ou vendus. Ces modules sont couramment utilisés comme cantonnement, bureau, locaux techniques, salles de cours...",685550659.0,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",,CHARNAY LES MACON,408.0,1091.0,0.0,476.0,,272.00,0.00,,,,,,,,,,,,,,,,
3719,Entreprise,,KIMBERLY CLARK SAS,1/1/2017,7/8/2019,Opérationnel,,352600456.0,Fabrication d'articles en papier à usage sanitaire ou domestique,,NANTERRE,66726.0,835.0,,,,13686.00,,,,,,,,,,,,,,,,,
3720,Entreprise,,Banque Populaire Alsace Lorraine Champagne,1/1/2018,11/5/2019,Opérationnel,,356801571.0,Autres intermédiations monétaires,,metz,579.0,323.0,192.0,0.0,,864.00,185.00,508.00,13619.00,2115.00,20.00,2078.00,1261.00,,,1608.00,,,,,,3945.0,
3728,Collectivité territoriale (dont EPCI),Métropole,Grenoble-Alpes Métropole,1/1/2017,7/12/2019,,,,,Auvergne-Rhône-Alpes,,944.44,2829.46,,,,3656.49,761.21,,,,,,,,,,,,,,,,
3729,Entreprise,,BAXTER SAS,1/1/2017,7/9/2019,Opérationnel,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,304317357.0,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,,GUYANCOURT,0.0,0.0,0.0,0.0,0.0,125.14,0.00,0.00,1702.51,248.64,5.45,0.00,1691.27,0.00,0.00,14.52,4974.59,0.00,846.47,0.00,0.0,279.81,0.0
3731,Entreprise,,BAXTER FACONNAGE,1/1/2017,7/9/2019,Opérationnel,2120Z Fabrication de préparations pharmaceutiques,328779293.0,Fabrication de préparations pharmaceutiques,,MONTPELLIER,1.52,,,0.02,,42.40,0.00,0.00,1035.76,70.71,44.29,19.69,17.57,0.00,0.00,0.00,0.00,0.00,27.32,0.00,0.0,210.47,
3732,Entreprise,,GAMBRO INDUSTRIES,1/1/2017,7/9/2019,Opérationnel,Fabrication de matériel médico-chirurgical et dentaire,339488777.0,Fabrication de matériel médico-chirurgical et dentaire,,MEYZIEU,6855.34,0.0,0.0,0.4,0.0,1710.06,0.00,0.00,9907.20,662.03,1833.09,64.06,133.91,0.00,0.00,0.00,0.00,0.00,124.60,0.00,0.0,2751.3,0.0
3733,Entreprise,,AIR CORSICA,1/1/2019,7/10/2019,Opérationnel,Transport aérien régulier de passagers et de fret,349638395.0,Transports aériens de passagers,,AJACCIO,275.0,144112.0,207.0,4.0,,411.00,,,,,,,,,,,,,,,,,
3734,Entreprise,,HPM NORD,1/1/2017,10/11/2019,Opérationnel,Le Groupe HPM Nord est une groupement d'établissements de santé privé.,886080282.0,Activités hospitalières,,Lille,1673.91,64.13,0.0,2186.89,0.0,1004.25,1111.71,,,,,,,,,,,,,,,,
3735,Entreprise,,Hôpital privé La Louvière,1/1/2017,10/11/2019,Opérationnel,L'hôpital privé La Louvière est un établissement de santé privé.,471502518.0,Activités hospitalières,,Lille,771.08,8.08,0.0,1143.7,0.0,265.99,0.00,,,,,,,,,,,,,,,,
3737,Entreprise,,Groupe Transports Mooland,1/1/2018,7/12/2019,Opérationnel,Transports routiers réguliers de voyageurs (4939A),413817941.0,Transports routiers réguliers de voyageurs,,Saint-Louis,0.0,12228.0,0.0,458.0,0.0,206.00,0.00,1832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
3741,Etablissement public,,Préfecture de la Loire-Atlantique,1/1/2018,12/12/2019,Opérationnel,"Le préfet du département s'appuie sur les services de la préfecture pour l'exercice des nombreuses missions qui entrent dans le champs de ses compétences, à savoir notamment la délivrance des titres réglementaires, l'exercice du contrôle de légalité des actes des collectivités locales, l'organisation des élections et la mise en ?uvre de nombreuse politiques à caractère interministériel.",174400010.0,Administration publique générale,,NANTES,315.5,41.85,0.0,0.0,0.0,58.30,0.00,89.10,218.50,987.80,0.10,1.50,21.90,0.00,0.00,53.40,4.50,0.00,0.00,0.00,0.0,149.5,0.0
3742,Etablissement public,,Lycée Niepce Balleure et Greta 71,1/1/2017,7/15/2019,Opérationnel,"Enseignement , formation continue",197100126.0,Enseignement secondaire général,,Chalon sur Saône,1017.0,62.0,0.0,11.0,0.0,81.00,0.00,220.00,0.00,4.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,103.0
3745,Etablissement public,,Centre Hospitalier de CONFOLENS,1/1/2018,7/16/2019,Financier,Le Centre Hospitalier de Confolens est un établissement de santé public. Le Centre Hospitalier de Confolens est un hôpital de proximité d'une capacité de 202 lits.,261600225.0,Activités hospitalières,,CONFOLENS,299.0,19.0,,23.0,,30.00,,69.00,,,,,,,,,,,,,,,
3746,Etablissement public,,Université de Technologie de Belfort Montbéliard,1/1/2018,7/17/2019,Opérationnel,Enseignement Supérieur et Recherche,199003567.0,Enseignement supérieur,,BELFORT,1322.0,,51.0,,,175.00,,,19.00,,,,866.00,,,,,,,,,,
3751,Entreprise,,LogiRep,1/1/2018,7/17/2019,Opérationnel,Location de logement sociaux,552093338.0,Location de logements,,Suresnes,32832.0,25.0,,,,182.00,24481.00,8775.00,,,,,,,,,,,,,,,
3752,Entreprise,,Trois Moulins Habitat,1/1/2018,7/17/2019,Opérationnel,Location de logements sociaux,786150391.0,Location de logements,,Rubelles,10090.0,33.0,,1.0,,330.00,2334.00,2235.00,,,,,,,,,,,,,,,
3753,Etablissement public,,Centre Hospitalier de Valenciennes,1/1/2018,10/1/2019,Opérationnel,"Le Centre Hospitalier de Valenciennes compte près de 2 000 lits dont la moitié concerne le court séjour. Parmi ceux-ci, l'hôpital propose plus de 950 lits et places en médecine-chirurgie et obstétrique ainsi que 300 lits et places en psychiatrie, 105 lits en Soins de Suite et de Réadaptation et enfin 450 lits en Etablissement d'Hébergement pour Personnes Agées Dépendantes et foyers logements.",265906735.0,Activités hospitalières,,Valenciennes,7316.0,280.8,,81.0,,2288.00,,,,,836.00,,,,,,,,,,,,
